name,generation,avg acc,avg los,avg par
Relu,0,0.907333333,0.293084122,36315
Relu,1,0.909333333,0.291395016,42145
Relu,2,0.905666667,0.289790874,42675
Relu,3,0.91,0.288149855,48770
Relu,4,0.908333333,0.283720665,51950
Relu,5,0.910666667,0.282117318,50625
Relu,6,0.907,0.287391109,51155
Relu,7,0.913,0.272686415,58575
Relu,8,0.912333333,0.273829685,55130
Relu,9,0.912,0.273385194,60695
Relu,10,0.918666667,0.258547404,65730
Relu,11,0.913,0.271358632,65730
Relu,12,0.912,0.26902262,63610
Relu,13,0.916666667,0.262277176,70235
Relu,14,0.92,0.247488444,90375
Relu,15,0.916,0.262734718,87195
Relu,16,0.915666667,0.269113538,64670
Relu,17,0.913333333,0.263511753,75005
Relu,18,0.913666667,0.264193534,77390
Relu,19,0.918,0.262615361,76065
Relu,20,0.917666667,0.247522488,85870
Relu,21,0.918333333,0.249495268,82160
Relu,22,0.917333333,0.257676552,89315
Relu,23,0.917333333,0.24698743,95145
Relu,24,0.916,0.251267565,97795
Relu,25,0.919333333,0.249136196,99385
Relu,26,0.917666667,0.24487533,112900
Relu,27,0.923,0.237482642,107600
Relu,28,0.921333333,0.241729345,106010
Relu,29,0.92,0.248539222,101770
Relu,30,0.922,0.250857579,99650
Relu,31,0.919,0.247640041,111310
Relu,32,0.915,0.258182312,113430
Relu,33,0.917,0.260258197,132245
Relu,34,0.916,0.253367971,129065
Relu,35,0.92,0.257313193,108130
Relu,36,0.921666667,0.250413049,143110
Relu,37,0.920333333,0.263353254,146290
Relu,38,0.915333333,0.248495549,145230
Relu,39,0.920666667,0.246698957,150530
Relu,40,0.917,0.258570674,139400
Relu,41,0.912666667,0.260400202,123235
Relu,42,0.920666667,0.243948496,143375
Relu,43,0.919333333,0.261210391,152120
Relu,44,0.912666667,0.25911643,153445
Relu,45,0.917333333,0.250896345,162720
Relu,46,0.919,0.238159206,173320
Relu,47,0.920333333,0.243739629,160600
