Experiment 3 ,22_04_2020_02-44-46

Data shape and running
input_shape ,"(28, 28)"
output_shape ,10
scaling ,255.0
epochs ,5
max_runtime,3600
dataset_percentage,0.1
dataset,mnist

Hyper parameters
activation_function ,Activation.relu
initial_max_nodes ,50
loss_function ,Loss.sparse_categorical_crossentropy
optimizer ,Optimizer.Adam

GA parameters
population_size ,10
mating_pool ,10
mutation_rate,0.8

OUTPUT
generation_no,params_no,layers_no,accuracy,loss
0,39689,2,0.919,0.265019956111908
1,43854,2,0.912,0.26643914747238157
2,41864,3,0.916,0.2573018503189087
3,42380,3,0.911,0.2825092899799347
4,55430,3,0.919,0.2560592356324196
5,50658,3,0.922,0.23844664204120636
6,55367,2,0.917,0.26564028930664063
7,52330,2,0.916,0.27765025973320007
8,53759,3,0.901,0.2683931074142456
9,53831,2,0.923,0.25917347872257235
10,49415,3,0.928,0.23431919479370117
11,66669,2,0.927,0.21665856289863586
12,58661,3,0.919,0.2357769376039505
13,64205,3,0.91,0.2851963505744934
14,56185,3,0.917,0.2634376971721649
15,73647,2,0.924,0.2382426815032959
16,75914,3,0.915,0.2585001752376556
17,75840,3,0.934,0.2023727220892906
18,105425,3,0.927,0.2512594316005707
19,127139,3,0.928,0.21906813681125642
20,105869,2,0.926,0.22143016290664672
21,146583,2,0.942,0.17979361689090728
22,103118,2,0.927,0.2154897632598877
23,140934,3,0.922,0.254111492395401
24,115613,3,0.923,0.23232726538181306
25,161520,2,0.927,0.22374787098169327
26,161373,3,0.933,0.2247001827955246
27,154767,2,0.934,0.20062896430492402
28,148441,2,0.926,0.22870414674282075
29,158603,2,0.932,0.20244973301887512
30,208540,2,0.926,0.21382164776325227
31,199625,2,0.91,0.30792236399650574
32,199625,2,0.93,0.20214704942703246
33,250535,3,0.93,0.22415614092350006
34,318770,3,0.93,0.2333551468849182
35,412735,2,0.935,0.2039736969023943
36,345495,2,0.933,0.22332857462763786
37,415827,3,0.925,0.22096220594644547
38,359909,3,0.936,0.1988556405901909
39,358769,3,0.94,0.1817217454314232
40,252257,3,0.937,0.21136772441864013
41,332415,2,0.929,0.22927841806411745
42,414077,3,0.945,0.1852907187640667
43,333894,2,0.93,0.2521854288578033
44,377536,3,0.937,0.21977814283967018
45,465503,3,0.931,0.19587629383802413
46,464893,3,0.94,0.21145203590393066
47,568575,2,0.936,0.1972880666255951
48,426973,2,0.934,0.21879515624046325
49,486257,3,0.94,0.23476663106679915
50,592625,2,0.939,0.18803082418441772
51,592625,2,0.936,0.19822312080860138
52,921129,2,0.928,0.22949687346816064
53,592248,2,0.939,0.18166427493095397
54,615375,2,0.932,0.23054242461919786
55,582909,2,0.934,0.21698513439297676
56,598990,3,0.931,0.24987680983543395
57,596525,2,0.935,0.22193424022197725
58,586671,2,0.924,0.24261918646097183
59,614619,2,0.941,0.19375723230838776
60,643075,2,0.933,0.21859475773572923
61,703590,2,0.944,0.190676073461771
62,629045,2,0.934,0.23048974013328552
63,973231,2,0.944,0.19367684811353683
64,657007,2,0.932,0.21044611567258834
65,660201,2,0.947,0.16886290967464446
66,626037,2,0.938,0.20078604543209075
67,729420,2,0.951,0.1734327954351902
68,910480,2,0.939,0.1953040776848793
69,966399,2,0.942,0.20243233102560043
70,993301,2,0.942,0.20892918801307678
71,622423,2,0.935,0.19150141152739525
72,488751,2,0.928,0.25393396520614625
73,742531,2,0.94,0.19090096002817153
74,579885,2,0.94,0.2059941664338112
75,1182882,2,0.938,0.21374521949887276
76,411818,2,0.945,0.19472727832198142
77,921563,2,0.934,0.19119158759713173
78,545033,2,0.934,0.1977279091477394
79,545033,2,0.932,0.19942976188659667
80,646204,2,0.938,0.2139140163064003
81,533336,2,0.928,0.2306720536351204
82,495045,2,0.933,0.21213259166479112
83,797025,3,0.933,0.23877224391698837
84,652500,2,0.939,0.21567048282176257
85,563499,2,0.934,0.21356876051425933
86,378373,2,0.942,0.19172430485486985
87,511911,2,0.94,0.18986822092533112
88,735391,2,0.923,0.2325254767537117
89,597415,2,0.941,0.19349361723661423
90,786455,2,0.923,0.2370925709232688
91,679205,2,0.937,0.2137010354399681
92,511027,2,0.942,0.19446990874409675
93,652057,2,0.949,0.2054678509682417
94,772389,2,0.937,0.21125439365208148
95,789831,2,0.929,0.2640581867396832
96,974040,2,0.938,0.21263358902931212
97,640210,2,0.936,0.19415451923012733
98,718143,2,0.942,0.22433286792039872
99,1054689,2,0.938,0.21479575103521348
100,958155,2,0.938,0.21458221942186356
101,533290,2,0.935,0.21496661126613617
102,715461,2,0.945,0.20272363905608654
103,1160097,2,0.937,0.23253802986443042
104,774157,2,0.942,0.2277686426639557
105,739349,3,0.935,0.23795137685537338
106,711636,3,0.931,0.21922078335285186
107,1364958,2,0.946,0.2174925119280815
108,612800,2,0.932,0.23699464017152785
109,1092881,2,0.95,0.1960410338193178
110,831291,2,0.935,0.20515465676784517
111,1123365,2,0.95,0.1762982237637043
112,1223753,2,0.932,0.24870028573274613
113,1012488,2,0.93,0.23127209535241128
114,1357915,2,0.947,0.17067096990346908
115,1260867,2,0.941,0.21655972766876222
116,1816751,2,0.934,0.19928861209750176
117,1497232,3,0.938,0.20627067363262178
118,852455,2,0.928,0.21624309659004212
119,1432348,2,0.945,0.22035031500458718
120,1444397,3,0.931,0.25238370314985514
121,950980,2,0.926,0.2775639261007309
122,1107265,2,0.931,0.24830518560111522
123,2112975,2,0.933,0.23138082057237624
124,1255391,3,0.932,0.294999914765358
125,1093987,3,0.936,0.28704487696290015
126,1061283,2,0.932,0.2335392160192132
127,1021803,2,0.944,0.1911937050819397
128,1163975,2,0.939,0.22550844805687667
129,780955,2,0.934,0.2272865904569626
130,1185081,3,0.938,0.2330772196352482
131,1139585,2,0.946,0.21624456372857093
132,947011,2,0.924,0.292043054908514
133,1058343,2,0.932,0.22033209997415543
134,944663,2,0.946,0.2183372494727373
135,944663,2,0.935,0.2405865985462442
136,781395,2,0.934,0.24489822256565094
137,1367642,2,0.935,0.21482603472471237
138,827103,2,0.948,0.20071507233381272
139,843455,3,0.928,0.23660172215104103
140,828690,2,0.942,0.21304928457736969
141,750081,2,0.943,0.2290653179883957
142,953526,2,0.937,0.22554618456959724
143,1051727,2,0.914,0.32231155279278756
144,786933,2,0.939,0.23815818592906
145,1148535,3,0.933,0.24802647709846495
146,1157982,2,0.926,0.2578435776233673
147,720805,2,0.936,0.22111736541986465
