Summary ,20_03_2020_11-22-34

ACCURACY
Min val, 0.893
Max val, 0.91
Average stdev, 0.0045000017
Stdev of stdev, 0.004000008

LOSS
Min val, 0.2989978408813477
Max val, 0.32811727666854856
Average stdev, 0.006019974291324601
Stdev of stdev, 0.005627729713916771

PARAMETERS
Min val, 22887
Max val, 38965
Average stdev, 2230.75
Stdev of stdev, 1435.75
