Experiment 1 ,02_03_2020_15-14-10

Data shape and running
input_shape ,"(1, 1)"
output_shape ,1
scaling ,1.0
epochs ,1
max_runtime,1
dataset_percentage,1.0
dataset,mnist

Hyper parameters
activation_function ,Activation.elu
initial_max_nodes ,1
loss_function ,Loss.squared_hinge
optimizer ,Optimizer.SGD

GA parameters
population_size ,1
mating_pool ,1
mutation_rate,1.0

OUTPUT
epoch,accumulated_time,accuracy,loss
1,13.080127954483032,0.785,0.657167767047882
2,20.500476837158203,0.915,0.2528705134391785
3,27.91306734085083,0.894,0.3558746204376221
4,35.330371618270874,0.955,0.1583181564360857
5,42.75635838508606,0.919,0.27041483309865
6,50.18306374549866,0.966,0.1298332592025399
7,57.61126184463501,0.979,0.07933010278269649
8,65.04562473297119,0.959,0.16872691823448985
9,72.54663324356079,0.982,0.04726166321337223
10,80.07102108001709,0.974,0.08285480394586921
11,87.64441323280334,0.971,0.10183590256422759
12,95.27508354187012,0.981,0.07138438977207988
13,102.96556043624878,0.981,0.07250892598042265
14,110.64340829849243,0.98,0.06719855887116864
15,118.38367462158203,0.975,0.08603918560175225
16,126.14451956748962,0.976,0.07277408122643829
17,133.94376158714294,0.978,0.10258731417357922
18,141.76372742652893,0.984,0.05676139741251245
19,149.59425163269043,0.985,0.05314667624980211
20,157.48570466041565,0.984,0.07027888713497668
21,165.42950892448425,0.982,0.06758624179661274
22,173.38088822364807,0.982,0.05754196537937969
23,181.40372800827026,0.979,0.11649004512745888
24,189.43983912467957,0.987,0.05013356539676897
25,197.48166394233704,0.99,0.03453606058936566
26,205.5079848766327,0.987,0.06545751278102398
27,213.54284620285034,0.983,0.09903125507710502
28,221.56864023208618,0.984,0.06417936626845039
29,229.5564467906952,0.985,0.1028078561257571
30,237.6117947101593,0.974,0.1274579234858975
31,245.69302535057068,0.978,0.0922582876253873
32,253.83273720741272,0.976,0.11744253101106733
33,261.97692251205444,0.985,0.06421509759454057
34,270.12654519081116,0.99,0.04812681117653847
35,278.2527871131897,0.969,0.11735989367589354
36,286.3946008682251,0.978,0.09406924995454029
37,294.53831672668457,0.981,0.11057750931009651
38,302.69093227386475,0.982,0.07095884386543184
39,310.9917006492615,0.99,0.04702716381894424
40,319.4799773693085,0.979,0.08480172743368894
41,327.98820996284485,0.979,0.10772755908314138
42,336.6181561946869,0.985,0.0534686912894249
43,345.2749619483948,0.986,0.06061303069745191
44,353.92980885505676,0.986,0.07764966441318392
45,362.58265829086304,0.983,0.06402180357370525
46,371.24348545074463,0.982,0.07954181073745713
47,379.9132969379425,0.98,0.07699236906552687
48,388.57914328575134,0.983,0.07321126320259645
49,397.21899008750916,0.986,0.06872865081299097
50,405.87782406806946,0.979,0.1096031978377141
51,414.536657333374,0.988,0.050049825701862574
52,423.35307097435,0.979,0.0891168470038101
53,432.2851734161377,0.978,0.1223942710775882
54,441.22725009918213,0.984,0.08313220636639744
55,450.1543650627136,0.987,0.05930644820351154
56,459.29491424560547,0.982,0.07816857703123242
57,468.408566236496,0.982,0.08209254111442715
58,477.58601784706116,0.984,0.07922962041897699
59,486.74153423309326,0.985,0.07370312895067035
60,495.8770899772644,0.985,0.06225774496421218
61,505.022611618042,0.984,0.06711064133699983
62,514.1611652374268,0.98,0.0926930025788024
63,523.2907512187958,0.985,0.0738121035899967
64,532.4462502002716,0.98,0.10010789574170485
65,541.6057524681091,0.985,0.08234902966115623
66,550.7801914215088,0.986,0.07492766767600552
67,560.1332187652588,0.987,0.0654538316698745
68,569.4720892906189,0.983,0.087154841855634
69,578.8340816497803,0.98,0.11247357517387718
70,588.1730937957764,0.989,0.0560800704928115
71,597.5823557376862,0.986,0.058941600983962415
72,607.5915877819061,0.989,0.05788494398538023
73,618.0087382793427,0.987,0.05171700848685577
74,628.3919279575348,0.974,0.14411112648062407
75,638.7921054363251,0.982,0.08751794390566647
76,649.1723353862762,0.979,0.10244506278680637
77,659.5894773006439,0.985,0.07924482826516033
78,670.5860414505005,0.986,0.07140561086684466
79,681.5157990455627,0.986,0.07998388384794816
80,695.7507162094116,0.988,0.07440615951362997
