Summary ,01_05_2020_08-40-32
Crossover_max_neurons_100

ACCURACY
Min val, 0.8608
Max val, 0.8917
Average stdev, 0.0035726542
Stdev of stdev, 0.0019239445

LOSS
Min val, 0.3145715969324112
Max val, 0.39743737907409665
Average stdev, 0.010027456512060594
Stdev of stdev, 0.005416082966985313

PARAMETERS
Min val, 33495
Max val, 313881
Average stdev, 44784.827675550936
Stdev of stdev, 30645.719378894522
