Summary ,27_04_2020_01-40-06
Crossover_Nadam

ACCURACY
Min val, 0.902
Max val, 0.957
Average stdev, 0.003520776
Stdev of stdev, 0.0023764549

LOSS
Min val, 0.16720832401514055
Max val, 0.42645030581951143
Average stdev, 0.012817819517842426
Stdev of stdev, 0.013030145254637953

PARAMETERS
Min val, 48755
Max val, 1391676
Average stdev, 133076.4893625299
Stdev of stdev, 83364.46127297127
