Summary ,28_03_2020_07-45-15

ACCURACY
Min val, 0.897
Max val, 0.96
Average stdev, 0.0046378183
Stdev of stdev, 0.0027083317

LOSS
Min val, 0.15485789989121257
Max val, 0.40781034949421885
Average stdev, 0.01875680226651974
Stdev of stdev, 0.014484226402810878

PARAMETERS
Min val, 10345
Max val, 7896174
Average stdev, 797916.4529848561
Stdev of stdev, 871402.4306520094
