Summary ,29_03_2020_10-20-03

ACCURACY
Min val, 0.871
Max val, 0.954
Average stdev, 0.0064156316
Stdev of stdev, 0.004276237

LOSS
Min val, 0.15975746846199035
Max val, 0.43573870372772217
Average stdev, 0.020154175489822262
Stdev of stdev, 0.014118901076642838

PARAMETERS
Min val, 7850
Max val, 7224175
Average stdev, 728531.8553574261
Stdev of stdev, 624130.8598805598
