Summary ,24_03_2020_01-48-29

ACCURACY
Min val, 0.866
Max val, 0.933
Average stdev, 0.011419965
Stdev of stdev, 0.004264274

LOSS
Min val, 0.2297305839061737
Max val, 0.4306135687828064
Average stdev, 0.04443810172363528
Stdev of stdev, 0.01453726158294504

PARAMETERS
Min val, 7960
Max val, 122440
Average stdev, 27250.545595459385
Stdev of stdev, 10066.759391087939
