Summary ,23_04_2020_08-34-05
Crossover_epochs4_population13

ACCURACY
Min val, 0.732
Max val, 0.954
Average stdev, 0.005805997
Stdev of stdev, 0.005865541

LOSS
Min val, 0.16208613765239716
Max val, 0.8992764768600464
Average stdev, 0.020173809490302657
Stdev of stdev, 0.021367625720645333

PARAMETERS
Min val, 13525
Max val, 15478660
Average stdev, 1276483.2267692124
Stdev of stdev, 1171992.2304233683
