Summary ,08_04_2020_09-40-44
Crossover_max_neurons_100

ACCURACY
Min val, 0.9709
Max val, 0.9832
Average stdev, 0.0013872652
Stdev of stdev, 0.00070339185

LOSS
Min val, 0.07063292844342141
Max val, 0.11441489262763062
Average stdev, 0.005485240682752416
Stdev of stdev, 0.003251595229644735

PARAMETERS
Min val, 44881
Max val, 531070
Average stdev, 35405.31609679517
Stdev of stdev, 26866.005175632792
