Experiment 1 ,12_05_2020_23-16-44

Data shape and running
input_shape ,"(28, 28)"
output_shape ,10
scaling ,255.0
epochs ,10
max_runtime,3600
dataset_percentage,0.02
dataset,mnist

Hyper parameters
activation_function ,Activation.relu
initial_max_nodes ,100
loss_function ,Loss.sparse_categorical_crossentropy
optimizer ,Optimizer.Adam

GA parameters
population_size ,5
mating_pool ,5
mutation_rate,0.6

OUTPUT
generation_no,params_no,layers_no,accuracy,loss
0,49300,1,0.91,0.2936275148391724
1,50724,2,0.945,0.25489757299423216
2,63610,1,0.93,0.2671348524093628
3,54592,2,0.925,0.23664164662361145
4,57851,3,0.9,0.27639668822288516
5,57851,3,0.925,0.26012808084487915
6,62097,4,0.925,0.2715258878469467
7,62097,4,0.905,0.33535890102386473
8,66201,4,0.895,0.3405172020196915
9,79150,4,0.925,0.2598319149017334
10,86152,5,0.89,0.3306154978275299
11,79789,4,0.93,0.2935353076457977
12,90992,4,0.925,0.3529044854640961
13,90992,4,0.91,0.3142507943511009
14,90992,4,0.93,0.24636755585670472
15,113402,4,0.935,0.27805794298648834
16,117626,4,0.935,0.21693435102701186
17,118706,5,0.915,0.3064156347513199
18,121431,5,0.94,0.22835308879613878
19,119987,3,0.925,0.2464979839324951
20,119571,5,0.91,0.3636619234085083
21,130697,3,0.94,0.20574883341789246
22,135041,3,0.93,0.2000841322541237
23,135041,3,0.95,0.23793976187705992
24,170522,3,0.935,0.2304607278108597
25,177002,3,0.955,0.20520100325345994
26,181891,3,0.94,0.20698747396469117
27,197761,4,0.93,0.22779677599668502
28,245628,4,0.935,0.24257139801979066
29,301633,4,0.95,0.22620765030384063
30,309379,4,0.945,0.21977292269468307
31,272444,5,0.955,0.2320283694565296
32,347318,4,0.94,0.2410147812962532
33,347318,4,0.925,0.21824966490268707
34,347318,4,0.955,0.17805293023586274
35,385657,4,0.95,0.22019105941057204
36,388640,4,0.94,0.24186934947967528
37,268855,4,0.95,0.23499963119626044
38,389395,4,0.93,0.19840441435575484
39,389395,4,0.945,0.20937389492988587
40,389395,4,0.95,0.22554776608943938
41,354113,4,0.93,0.2256910113990307
42,423423,4,0.93,0.22574962586164474
43,471620,4,0.95,0.2005311769247055
44,403955,3,0.945,0.19813534021377563
45,402977,3,0.95,0.15786993622779846
