Experiment 2 ,03_04_2020_03-16-30

Data shape and running
input_shape ,"(32, 32, 3)"
output_shape ,10
scaling ,255.0
epochs ,1
max_runtime,1
dataset_percentage,0.1
dataset,cifar10

Hyper parameters
activation_function ,Activation.elu
initial_max_nodes ,1
loss_function ,Loss.squared_hinge
optimizer ,Optimizer.SGD

GA parameters
population_size ,1
mating_pool ,1
mutation_rate,1.0

OUTPUT
epoch,accumulated_time,accuracy,loss
1,4.235242128372192,0.163,2.4865238723754883
2,7.014401197433472,0.315,1.8246018781661988
3,9.799560308456421,0.377,1.6809625511169433
4,12.560718297958374,0.346,1.7736087217330934
5,15.382879734039307,0.396,1.6850672283172607
6,18.15703845024109,0.428,1.5566695566177369
7,20.940197467803955,0.463,1.4281951150894165
8,23.690354824066162,0.439,1.6155085849761963
9,26.470513820648193,0.519,1.368406580924988
10,29.285674810409546,0.553,1.171591646194458
11,32.04283261299133,0.602,1.1294744744300842
12,34.81499123573303,0.623,1.1063292851448059
13,37.609151124954224,0.551,1.260011212348938
14,40.424311876297,0.614,1.0884938611984254
15,43.19047021865845,0.583,1.2412500419616699
16,45.96262884140015,0.621,1.096298508644104
17,48.732787132263184,0.603,1.2493202357292175
18,51.540947914123535,0.571,1.3368541564941405
19,54.30410599708557,0.608,1.215485315322876
20,57.06926393508911,0.62,1.1135606212615967
21,59.85342335700989,0.644,1.0761510820388793
22,62.62958216667175,0.638,1.0650811920166015
23,65.46574425697327,0.62,1.1478006258010864
24,68.24790334701538,0.676,1.007542657852173
25,71.02606225013733,0.641,1.1666822719573975
26,73.80222129821777,0.675,0.9860940971374512
27,76.63338303565979,0.659,1.0897901973724364
28,79.40754175186157,0.674,1.018456404685974
29,82.16469931602478,0.651,1.1041653718948363
30,84.9548590183258,0.66,1.1065439682006837
31,87.79002118110657,0.67,1.0518231992721558
32,90.5651798248291,0.683,1.0188105812072754
33,93.37334060668945,0.703,0.9811212530136109
34,96.13449835777283,0.693,1.0217234573364258
35,98.89165616035461,0.693,1.0432886037826539
36,101.72181797027588,0.656,1.239162049293518
37,104.50297713279724,0.658,1.2412474956512451
38,107.28713631629944,0.689,1.0801398181915283
39,110.0702953338623,0.699,1.0531139116287231
40,112.89745736122131,0.691,1.0402872838974
41,115.6736159324646,0.671,1.2015364317893982
42,118.44977474212646,0.672,1.1818401823043823
43,121.20393228530884,0.691,1.1236102437973023
44,124.01409316062927,0.71,1.0755857200622558
45,126.80125260353088,0.687,1.1601171646118165
46,129.55241012573242,0.675,1.2753803215026855
47,132.32056832313538,0.677,1.1840294761657715
48,135.07272577285767,0.695,1.1864980392456055
49,137.88988661766052,0.674,1.2698730545043946
50,140.66404557228088,0.695,1.154576392173767
51,143.44820475578308,0.704,1.2128676586151124
52,146.2203631401062,0.719,1.0842288227081298
53,149.0545253753662,0.677,1.241664026260376
54,151.8306839466095,0.703,1.1304892101287842
55,154.60184264183044,0.685,1.2493011531829834
56,157.3830018043518,0.717,1.0533947248458861
57,160.22516417503357,0.675,1.3400952100753785
58,162.99532270431519,0.684,1.2879839849472046
59,165.7854824066162,0.681,1.218794563293457
60,168.5546407699585,0.71,1.1216039180755615
61,171.33279967308044,0.699,1.241215238571167
62,174.15696120262146,0.715,1.1183411588668823
63,176.9371201992035,0.692,1.2685814151763917
64,179.69027757644653,0.698,1.232997441291809
65,182.47743701934814,0.719,1.2238457851409912
66,185.3025984764099,0.709,1.2136781091690063
67,188.06175637245178,0.702,1.2686677446365358
68,190.82791471481323,0.705,1.3343355388641358
69,193.62307453155518,0.717,1.3273279190063476
70,196.46823716163635,0.721,1.1430895643234253
71,199.24539613723755,0.686,1.403680693626404
72,202.0065541267395,0.7,1.2999431324005126
73,204.7807126045227,0.673,1.470884840965271
74,207.55687165260315,0.705,1.2417734746932982
75,210.3960337638855,0.715,1.2111289234161378
76,213.15319156646729,0.708,1.160642273902893
77,215.95835208892822,0.721,1.2123023223876954
78,218.7345106601715,0.682,1.3435981330871583
79,221.5536720752716,0.697,1.355248119354248
80,224.32883095741272,0.711,1.2643302040100097
