Experiment 3 ,02_04_2020_23-08-09

Data shape and running
input_shape ,"(28, 28, 1)"
output_shape ,10
scaling ,255.0
epochs ,1
max_runtime,1
dataset_percentage,0.1
dataset,mnist

Hyper parameters
activation_function ,Activation.elu
initial_max_nodes ,1
loss_function ,Loss.squared_hinge
optimizer ,Optimizer.SGD

GA parameters
population_size ,1
mating_pool ,1
mutation_rate,1.0

OUTPUT
epoch,accumulated_time,accuracy,loss
1,4.462255477905273,0.809,0.5571225066184997
2,7.478427886962891,0.921,0.2493693104982376
3,10.494600534439087,0.957,0.146862676307559
4,13.517773389816284,0.957,0.1328466489315033
5,16.517944812774658,0.967,0.12559182254597545
6,19.527117013931274,0.971,0.09469185904227197
7,22.53428888320923,0.978,0.09009064455144107
8,25.54146099090576,0.93,0.23096326959133148
9,28.55163311958313,0.953,0.201187752276659
10,31.557805061340332,0.967,0.1061905141249299
11,34.57497787475586,0.982,0.07657431679591536
12,37.5911500453949,0.981,0.07772957953065633
13,40.608322858810425,0.977,0.10013667943933979
14,43.606494188308716,0.971,0.12772422969713806
15,46.61266613006592,0.985,0.055164484912529586
16,49.62783885002136,0.958,0.17011378702241928
17,52.6490113735199,0.981,0.05869470056705177
18,55.67118430137634,0.979,0.08614932874264196
19,58.69535732269287,0.981,0.07359484284184874
20,61.703529596328735,0.986,0.06561076933145524
21,64.71270155906677,0.98,0.07217481773346662
22,67.71487307548523,0.985,0.08916575350146741
23,70.72104501724243,0.985,0.07445251098461449
24,73.73421740531921,0.983,0.06777775231190025
25,76.74638986587524,0.977,0.0813329754100414
26,79.75756192207336,0.977,0.10149287677183748
27,82.76373386383057,0.985,0.0750973531967029
28,85.7759063243866,0.976,0.10526090060919523
29,88.78507828712463,0.986,0.056421838267240676
30,91.79725050926208,0.982,0.08329226347710937
31,94.81342315673828,0.988,0.05744387149112299
32,97.82159519195557,0.986,0.06813066675886512
33,100.8387680053711,0.983,0.08607193506136536
34,103.83893942832947,0.984,0.07013753578066825
35,106.85211157798767,0.988,0.060518359751207756
36,109.87228441238403,0.985,0.06617061236687005
37,112.88045644760132,0.985,0.07385857482440769
38,115.90562963485718,0.984,0.08857893740595318
39,118.92080211639404,0.98,0.09395429526269436
40,121.92697405815125,0.99,0.04007758789369836
41,124.93714618682861,0.979,0.11460757266869769
42,127.94731831550598,0.98,0.09396343577746302
43,130.95449042320251,0.981,0.07503035856690257
44,134.0586678981781,0.983,0.07892418751306832
45,137.05383920669556,0.983,0.08413972454681061
46,140.06001114845276,0.978,0.0874408977846615
47,143.0671830177307,0.982,0.08143853407539427
48,146.07235503196716,0.989,0.035538431245833633
49,149.08652758598328,0.988,0.06631186289852485
50,152.08469891548157,0.987,0.05058959781145677
51,155.10187149047852,0.985,0.05744275589589961
52,158.1000428199768,0.982,0.09534667410538532
53,161.1112151145935,0.987,0.051919370198156685
54,164.1173870563507,0.987,0.07807715031690896
55,167.12255907058716,0.985,0.061432755997404456
56,170.13373112678528,0.979,0.10086420142743736
57,173.14190340042114,0.981,0.06842876026616432
58,176.147075176239,0.984,0.06377666297974065
59,179.1582474708557,0.983,0.05787504656449892
60,182.17441987991333,0.979,0.09054355317587033
61,185.18359184265137,0.99,0.037524424619972706
62,188.19676446914673,0.99,0.046159554938785735
63,191.21093678474426,0.979,0.09382621557079256
64,194.21710872650146,0.984,0.05798044885508716
65,197.23728156089783,0.988,0.055604359700810166
66,200.24145340919495,0.985,0.06594106139102951
67,203.23862481117249,0.985,0.07570098783355206
68,206.24379658699036,0.989,0.05051563625922426
69,209.2539689540863,0.989,0.06954773853067309
70,212.26614117622375,0.99,0.043161187636666
71,215.2733130455017,0.985,0.0743401311300695
72,218.2844853401184,0.986,0.06478904914204031
73,221.2976577281952,0.985,0.0674509240174666
74,224.30482983589172,0.978,0.11220954235643149
75,227.32300233840942,0.984,0.08207511644158512
76,230.3361747264862,0.982,0.06582876044046133
77,233.35334706306458,0.99,0.04810974849481136
78,236.36151909828186,0.989,0.058801799427717925
79,239.36769127845764,0.985,0.08521397514082492
80,242.37886333465576,0.987,0.05938850712170824
