Experiment 1 ,02_04_2020_22-59-58

Data shape and running
input_shape ,"(28, 28, 1)"
output_shape ,10
scaling ,255.0
epochs ,1
max_runtime,1
dataset_percentage,0.1
dataset,mnist

Hyper parameters
activation_function ,Activation.elu
initial_max_nodes ,1
loss_function ,Loss.squared_hinge
optimizer ,Optimizer.SGD

GA parameters
population_size ,1
mating_pool ,1
mutation_rate,1.0

OUTPUT
epoch,accumulated_time,accuracy,loss
1,6.620378494262695,0.864,0.44437785291671755
2,9.630550622940063,0.928,0.2257581889629364
3,12.658724069595337,0.936,0.20119563120231032
4,15.662895679473877,0.974,0.08863221555203199
5,18.67606830596924,0.963,0.12981501457095146
6,21.747243642807007,0.976,0.10034403008967638
7,24.74741554260254,0.935,0.24034108825027942
8,27.75958776473999,0.95,0.1540809005498886
9,30.816762447357178,0.961,0.17034458301961422
10,33.84193539619446,0.957,0.13814153462648393
11,36.8691086769104,0.986,0.05370462588453665
12,39.896281719207764,0.971,0.10117830662522465
13,42.9824583530426,0.97,0.10904235195741058
14,46.1016366481781,0.976,0.09532032538577914
15,49.13381028175354,0.975,0.09432468472979963
16,52.15298295021057,0.978,0.07986935343779623
17,55.127153158187866,0.978,0.07017636598274112
18,58.16032648086548,0.971,0.12371464074915275
19,61.16649842262268,0.975,0.11759690150106326
20,64.16767024993896,0.98,0.1141469062268734
21,67.176842212677,0.983,0.07706884933449328
22,70.20001530647278,0.98,0.08490970918070526
23,73.2361888885498,0.982,0.05882094327965751
24,76.25836181640625,0.979,0.08518856316572056
25,79.27953457832336,0.977,0.10696812832634896
26,82.31370782852173,0.972,0.11494597408361733
27,85.341881275177,0.983,0.07152018963173032
28,88.36205410957336,0.979,0.10026248851092533
29,91.38322687149048,0.974,0.10630966099258513
30,94.37939810752869,0.98,0.10359056137595325
31,97.39857053756714,0.984,0.07295151040889322
32,100.41474342346191,0.983,0.08266684950934723
33,103.44291639328003,0.981,0.06630491008516401
34,106.47308993339539,0.935,0.3550829192996025
35,109.50026297569275,0.983,0.09410865940060467
36,112.54043698310852,0.98,0.08598102029785513
37,115.57061004638672,0.981,0.07553739356040023
38,118.60178351402283,0.979,0.11706233829329722
39,121.62595653533936,0.982,0.08022422177623957
40,124.61012721061707,0.982,0.07317545957723633
41,127.63129997253418,0.99,0.046803943309467286
42,130.6624734401703,0.985,0.0697828863793984
43,134.2996814250946,0.986,0.05294514158088714
44,137.35385608673096,0.982,0.07044125185254961
45,140.3880295753479,0.992,0.03824314442835748
46,143.4162027835846,0.987,0.05583420422091149
47,146.4493763446808,0.982,0.07786046169744805
48,149.45254826545715,0.986,0.07594318824633955
49,152.4597201347351,0.987,0.06067048361967318
50,155.49889397621155,0.979,0.1300790321584791
51,158.51506662368774,0.983,0.07783215555804782
52,161.5322389602661,0.987,0.05240958604216576
53,164.5654125213623,0.987,0.04933773933746852
54,167.56058382987976,0.981,0.0678225987860933
55,170.57175588607788,0.983,0.07425960094342009
56,173.5889286994934,0.978,0.08666873462777584
57,176.61310172080994,0.99,0.05190447850804776
58,179.6062729358673,0.986,0.07396593923028559
59,182.64044642448425,0.987,0.07108889198070392
60,185.68862080574036,0.983,0.06563381606433541
61,188.7027931213379,0.986,0.04653953231777996
62,191.74496698379517,0.991,0.04137505529727787
63,194.77814054489136,0.989,0.04467110440484248
64,197.78831267356873,0.987,0.061290413912851366
65,200.7744836807251,0.975,0.13800528728030623
66,203.81065726280212,0.985,0.061679506738204506
67,206.82682967185974,0.984,0.07033284124545754
68,209.8490025997162,0.991,0.04295454115094617
69,212.83117294311523,0.985,0.06664103401638567
70,215.8263442516327,0.983,0.0753021362926811
71,218.8575177192688,0.987,0.06466570141166449
72,221.84268856048584,0.979,0.09844865354103968
73,224.8408601284027,0.981,0.08758779408037662
74,227.839031457901,0.98,0.08410967198340222
75,230.8582043647766,0.98,0.08269258444523439
76,233.84537506103516,0.978,0.12055100265191868
77,236.80454444885254,0.982,0.08760514884069562
78,239.7647135257721,0.989,0.06321350063197315
79,242.7738857269287,0.983,0.11301155062718317
80,245.8020589351654,0.988,0.05953035475686193
