Summary ,25_03_2020_12-28-05

ACCURACY
Min val, 0.889
Max val, 0.945
Average stdev, 0.010685848
Stdev of stdev, 0.004449152

LOSS
Min val, 0.16946259969472885
Max val, 0.35798022270202634
Average stdev, 0.037348359585860774
Stdev of stdev, 0.012735673509617379

PARAMETERS
Min val, 13525
Max val, 1776040
Average stdev, 163680.7435692825
Stdev of stdev, 182871.44390263956
