Experiment 3 ,03_04_2020_01-14-43

Data shape and running
input_shape ,"(28, 28, 1)"
output_shape ,10
scaling ,255.0
epochs ,1
max_runtime,1
dataset_percentage,0.1
dataset,fashion_mnist

Hyper parameters
activation_function ,Activation.elu
initial_max_nodes ,1
loss_function ,Loss.squared_hinge
optimizer ,Optimizer.SGD

GA parameters
population_size ,1
mating_pool ,1
mutation_rate,1.0

OUTPUT
epoch,accumulated_time,accuracy,loss
1,4.976284503936768,0.704,0.7344091148376465
2,8.089462518692017,0.761,0.6410317339897156
3,11.168638706207275,0.731,0.7063963575363159
4,14.260815620422363,0.791,0.559694721698761
5,17.294988870620728,0.799,0.5246073789596558
6,20.44516921043396,0.836,0.47509826278686523
7,23.486343145370483,0.833,0.4594414522647858
8,26.5025155544281,0.837,0.4656811511516571
9,29.51268768310547,0.856,0.400209529876709
10,32.512859582901,0.828,0.465331937789917
11,35.52803182601929,0.857,0.40484246134757995
12,38.525203466415405,0.857,0.4126474571228027
13,41.53837561607361,0.89,0.3598227025270462
14,44.527546882629395,0.858,0.4727759308815002
15,47.53371858596802,0.875,0.35619344830513
16,50.53889036178589,0.879,0.39506122159957885
17,53.54606246948242,0.864,0.42316893696784974
18,56.546234130859375,0.874,0.3478587861061096
19,59.55540633201599,0.861,0.4015096297264099
20,62.54757761955261,0.899,0.31209229093790053
21,65.54474878311157,0.898,0.335879438996315
22,68.5519208908081,0.885,0.36179435005784033
23,71.53609156608582,0.899,0.34383588790893554
24,74.54926371574402,0.887,0.3961716201305389
25,77.54343509674072,0.897,0.32822954714298247
26,80.55760765075684,0.908,0.3213792794942856
27,83.5547788143158,0.917,0.33259982681274414
28,86.55195021629333,0.888,0.4133317548036575
29,89.55712223052979,0.91,0.34068554526567457
30,92.57329487800598,0.873,0.3991712830066681
31,95.59846782684326,0.904,0.34347934597730634
32,98.61464023590088,0.896,0.36034075590968134
33,101.59581065177917,0.891,0.4089291582107544
34,104.59898257255554,0.907,0.3590498870015144
35,107.59915399551392,0.9,0.33949453389644624
36,110.58832502365112,0.912,0.33704706570506093
37,113.59149694442749,0.901,0.3903805930614471
38,116.58966851234436,0.893,0.42843716526031494
39,119.59384036064148,0.915,0.393154383212328
40,122.6050124168396,0.91,0.355824616804719
41,125.5941834449768,0.893,0.42984323090314863
42,128.56635332107544,0.911,0.38145405565202234
43,131.53952360153198,0.904,0.37653215043246746
44,134.54969573020935,0.887,0.47024665570259094
45,137.5568675994873,0.914,0.3605159295201302
46,140.5600392818451,0.904,0.38190258693695067
47,143.55521059036255,0.91,0.3617069146037102
48,146.56438279151917,0.912,0.37316470843553545
49,149.57055473327637,0.904,0.4327370114326477
50,152.5557255744934,0.902,0.44539200004190205
51,155.5638976097107,0.911,0.4157763938605785
52,158.5750699043274,0.908,0.49661555103957655
53,161.55524039268494,0.906,0.43351234114170073
54,164.5904140472412,0.902,0.48309355014562605
55,167.54758286476135,0.911,0.42264236068725586
56,170.5157527923584,0.91,0.4479136356562376
57,173.47592210769653,0.912,0.40630987618863584
58,176.44809198379517,0.905,0.47109186816215515
59,179.41026139259338,0.902,0.47967129954695703
60,182.37643122673035,0.893,0.5013608698844909
61,185.35060143470764,0.887,0.5167583503723144
62,188.3017702102661,0.9,0.4892682644426823
63,191.2599391937256,0.912,0.3992107116356492
64,194.2141079902649,0.907,0.4513091899603605
65,197.1762776374817,0.911,0.46715007969737055
66,200.16144847869873,0.908,0.39592874719947574
67,203.15861988067627,0.905,0.4284736829996109
68,206.16679191589355,0.913,0.44536418841034175
69,209.17296385765076,0.91,0.479317329287529
70,212.17913579940796,0.911,0.4211015269756317
71,215.18730759620667,0.899,0.49379451406002045
72,218.17247867584229,0.905,0.47334550726413727
73,221.18165063858032,0.908,0.48177367705106733
74,224.17582201957703,0.902,0.4471649793162942
75,227.1839940547943,0.912,0.4449970505088568
76,230.1821653842926,0.917,0.479560868550092
77,233.17933678627014,0.9,0.49797360706329347
78,236.19850945472717,0.915,0.4959195386767387
79,239.17467975616455,0.909,0.4579625773727894
80,242.152850151062,0.912,0.4643231757842004
