Summary ,11_04_2020_07-15-42
Lonely_Error_GA

ACCURACY
Min val, 0.891
Max val, 0.956
Average stdev, 0.005141319
Stdev of stdev, 0.0030477971

LOSS
Min val, 0.14989649599790572
Max val, 0.3270002989768982
Average stdev, 0.015522570574325658
Stdev of stdev, 0.009578848269790007

PARAMETERS
Min val, 32605
Max val, 6609640
Average stdev, 443775.99601182685
Stdev of stdev, 377481.052150464
